value,SPI,Sample_ID,base_region
0.30482696991127206,cov_EmpiricalCovariance,sub-10271,caudalmiddlefrontal
0.8441330683367971,cov_EmpiricalCovariance,sub-10271,cuneus
0.576721897061173,cov_EmpiricalCovariance,sub-10271,entorhinal
0.02397134732804267,cov_EmpiricalCovariance,sub-10271,fusiform
0.4090707007515215,cov_EmpiricalCovariance,sub-10271,inferiorparietal
0.17543332243722828,cov_EmpiricalCovariance,sub-10271,inferiortemporal
0.6720015461705722,cov_EmpiricalCovariance,sub-10271,isthmuscingulate
0.8174388477459796,cov_EmpiricalCovariance,sub-10271,lateraloccipital
0.6979235874150577,cov_EmpiricalCovariance,sub-10271,lateralorbitofrontal
0.8498302572846642,cov_EmpiricalCovariance,sub-10271,lingual
0.9107476878286012,cov_EmpiricalCovariance,sub-10271,medialorbitofrontal
0.15568690215908126,cov_EmpiricalCovariance,sub-10271,middletemporal
0.552769428455904,cov_EmpiricalCovariance,sub-10271,parahippocampal
0.47527850294163243,cov_EmpiricalCovariance,sub-10271,paracentral
