Category,Description,Region_Index,Value,Brain_Region,ggseg,Hemisphere,Base_Region
Functional hierarchy,Margulies PG1,55,-0.053586595,ctx-rh-posteriorcingulate,ctx-rh-posteriorcingulate,Right,posteriorcingulate
Functional hierarchy,Margulies PG1,56,-4.248327,ctx-rh-precentral,ctx-rh-precentral,Right,precentral
Functional hierarchy,Margulies PG1,57,1.037286,ctx-rh-precuneus,ctx-rh-precuneus,Right,precuneus
Functional hierarchy,Margulies PG1,58,3.3037484,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Right,rostralanteriorcingulate
Functional hierarchy,Margulies PG1,59,3.0142233,ctx-rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Right,rostralmiddlefrontal
Functional hierarchy,Margulies PG1,60,2.2153776,ctx-rh-superiorfrontal,ctx-rh-superiorfrontal,Right,superiorfrontal
Functional hierarchy,Margulies PG1,61,-3.3055046,ctx-rh-superiorparietal,ctx-rh-superiorparietal,Right,superiorparietal
Functional hierarchy,Margulies PG1,62,-1.4458928,ctx-rh-superiortemporal,ctx-rh-superiortemporal,Right,superiortemporal
Functional hierarchy,Margulies PG1,63,-1.984161,ctx-rh-supramarginal,ctx-rh-supramarginal,Right,supramarginal
Functional hierarchy,Margulies PG1,64,6.3228,ctx-rh-frontalpole,ctx-rh-frontalpole,Right,frontalpole
Functional hierarchy,Margulies PG1,65,3.8607068,ctx-rh-temporalpole,ctx-rh-temporalpole,Right,temporalpole
Functional hierarchy,Margulies PG1,66,-3.7573907,ctx-rh-transversetemporal,ctx-rh-transversetemporal,Right,transversetemporal
Functional hierarchy,Margulies PG1,67,-2.589022,ctx-rh-insula,ctx-rh-insula,Right,insula
