Category,Description,Region_Index,Value,Brain_Region,ggseg,Hemisphere,Base_Region
Microstructure,Cortical thickness,0,2.7219377,ctx-lh-bankssts,ctx-lh-bankssts,Left,bankssts
Microstructure,Cortical thickness,1,2.1520934,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Left,caudalanteriorcingulate
Microstructure,Cortical thickness,2,2.7215285,ctx-lh-caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Left,caudalmiddlefrontal
Microstructure,Cortical thickness,3,2.0792851,ctx-lh-cuneus,ctx-lh-cuneus,Left,cuneus
Microstructure,Cortical thickness,4,3.2658489,ctx-lh-entorhinal,ctx-lh-entorhinal,Left,entorhinal
Microstructure,Cortical thickness,5,2.8774056,ctx-lh-fusiform,ctx-lh-fusiform,Left,fusiform
Microstructure,Cortical thickness,6,2.5552976,ctx-lh-inferiorparietal,ctx-lh-inferiorparietal,Left,inferiorparietal
Microstructure,Cortical thickness,7,2.9222364,ctx-lh-inferiortemporal,ctx-lh-inferiortemporal,Left,inferiortemporal
Microstructure,Cortical thickness,8,2.2017713,ctx-lh-isthmuscingulate,ctx-lh-isthmuscingulate,Left,isthmuscingulate
Microstructure,Cortical thickness,9,2.2860248,ctx-lh-lateraloccipital,ctx-lh-lateraloccipital,Left,lateraloccipital
Microstructure,Cortical thickness,10,2.8428686,ctx-lh-lateralorbitofrontal,ctx-lh-lateralorbitofrontal,Left,lateralorbitofrontal
Microstructure,Cortical thickness,11,2.1717427,ctx-lh-lingual,ctx-lh-lingual,Left,lingual
Microstructure,Cortical thickness,12,2.6217284,ctx-lh-medialorbitofrontal,ctx-lh-medialorbitofrontal,Left,medialorbitofrontal
Microstructure,Cortical thickness,13,2.919577,ctx-lh-middletemporal,ctx-lh-middletemporal,Left,middletemporal
Microstructure,Cortical thickness,14,2.6232715,ctx-lh-parahippocampal,ctx-lh-parahippocampal,Left,parahippocampal
Microstructure,Cortical thickness,15,2.5139897,ctx-lh-paracentral,ctx-lh-paracentral,Left,paracentral
Microstructure,Cortical thickness,16,2.7760575,ctx-lh-parsopercularis,ctx-lh-parsopercularis,Left,parsopercularis
Microstructure,Cortical thickness,17,2.7450562,ctx-lh-parsorbitalis,ctx-lh-parsorbitalis,Left,parsorbitalis
Microstructure,Cortical thickness,18,2.6175191,ctx-lh-parstriangularis,ctx-lh-parstriangularis,Left,parstriangularis
Microstructure,Cortical thickness,19,1.990975,ctx-lh-pericalcarine,ctx-lh-pericalcarine,Left,pericalcarine
Microstructure,Cortical thickness,20,2.2020416,ctx-lh-postcentral,ctx-lh-postcentral,Left,postcentral
Microstructure,Cortical thickness,21,2.2977884,ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,Left,posteriorcingulate
Microstructure,Cortical thickness,22,2.687343,ctx-lh-precentral,ctx-lh-precentral,Left,precentral
Microstructure,Cortical thickness,23,2.5058978,ctx-lh-precuneus,ctx-lh-precuneus,Left,precuneus
Microstructure,Cortical thickness,24,2.5882218,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,Left,rostralanteriorcingulate
Microstructure,Cortical thickness,25,2.5461192,ctx-lh-rostralmiddlefrontal,ctx-lh-rostralmiddlefrontal,Left,rostralmiddlefrontal
Microstructure,Cortical thickness,26,2.833642,ctx-lh-superiorfrontal,ctx-lh-superiorfrontal,Left,superiorfrontal
Microstructure,Cortical thickness,27,2.273083,ctx-lh-superiorparietal,ctx-lh-superiorparietal,Left,superiorparietal
Microstructure,Cortical thickness,28,2.8520167,ctx-lh-superiortemporal,ctx-lh-superiortemporal,Left,superiortemporal
Microstructure,Cortical thickness,29,2.6337273,ctx-lh-supramarginal,ctx-lh-supramarginal,Left,supramarginal
Microstructure,Cortical thickness,30,2.7688344,ctx-lh-frontalpole,ctx-lh-frontalpole,Left,frontalpole
Microstructure,Cortical thickness,31,3.4898105,ctx-lh-temporalpole,ctx-lh-temporalpole,Left,temporalpole
Microstructure,Cortical thickness,32,2.6231225,ctx-lh-transversetemporal,ctx-lh-transversetemporal,Left,transversetemporal
Microstructure,Cortical thickness,33,3.062432,ctx-lh-insula,ctx-lh-insula,Left,insula
Microstructure,Cortical thickness,34,2.8192055,ctx-rh-bankssts,ctx-rh-bankssts,Right,bankssts
Microstructure,Cortical thickness,35,2.2435946,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalanteriorcingulate,Right,caudalanteriorcingulate
Microstructure,Cortical thickness,36,2.7300224,ctx-rh-caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,Right,caudalmiddlefrontal
Microstructure,Cortical thickness,37,2.07171,ctx-rh-cuneus,ctx-rh-cuneus,Right,cuneus
Microstructure,Cortical thickness,38,3.3883646,ctx-rh-entorhinal,ctx-rh-entorhinal,Right,entorhinal
Microstructure,Cortical thickness,39,2.9015207,ctx-rh-fusiform,ctx-rh-fusiform,Right,fusiform
Microstructure,Cortical thickness,40,2.6234884,ctx-rh-inferiorparietal,ctx-rh-inferiorparietal,Right,inferiorparietal
Microstructure,Cortical thickness,41,2.9729047,ctx-rh-inferiortemporal,ctx-rh-inferiortemporal,Right,inferiortemporal
Microstructure,Cortical thickness,42,2.274448,ctx-rh-isthmuscingulate,ctx-rh-isthmuscingulate,Right,isthmuscingulate
Microstructure,Cortical thickness,43,2.3237941,ctx-rh-lateraloccipital,ctx-rh-lateraloccipital,Right,lateraloccipital
Microstructure,Cortical thickness,44,2.864505,ctx-rh-lateralorbitofrontal,ctx-rh-lateralorbitofrontal,Right,lateralorbitofrontal
Microstructure,Cortical thickness,45,2.1688163,ctx-rh-lingual,ctx-rh-lingual,Right,lingual
Microstructure,Cortical thickness,46,2.7220366,ctx-rh-medialorbitofrontal,ctx-rh-medialorbitofrontal,Right,medialorbitofrontal
Microstructure,Cortical thickness,47,3.0049503,ctx-rh-middletemporal,ctx-rh-middletemporal,Right,middletemporal
Microstructure,Cortical thickness,48,2.6214135,ctx-rh-parahippocampal,ctx-rh-parahippocampal,Right,parahippocampal
Microstructure,Cortical thickness,49,2.5320008,ctx-rh-paracentral,ctx-rh-paracentral,Right,paracentral
Microstructure,Cortical thickness,50,2.811941,ctx-rh-parsopercularis,ctx-rh-parsopercularis,Right,parsopercularis
Microstructure,Cortical thickness,51,2.8028982,ctx-rh-parsorbitalis,ctx-rh-parsorbitalis,Right,parsorbitalis
Microstructure,Cortical thickness,52,2.6787734,ctx-rh-parstriangularis,ctx-rh-parstriangularis,Right,parstriangularis
Microstructure,Cortical thickness,53,1.9942054,ctx-rh-pericalcarine,ctx-rh-pericalcarine,Right,pericalcarine
Microstructure,Cortical thickness,54,2.2331252,ctx-rh-postcentral,ctx-rh-postcentral,Right,postcentral
Microstructure,Cortical thickness,55,2.327714,ctx-rh-posteriorcingulate,ctx-rh-posteriorcingulate,Right,posteriorcingulate
Microstructure,Cortical thickness,56,2.679248,ctx-rh-precentral,ctx-rh-precentral,Right,precentral
Microstructure,Cortical thickness,57,2.5496423,ctx-rh-precuneus,ctx-rh-precuneus,Right,precuneus
Microstructure,Cortical thickness,58,2.715602,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Right,rostralanteriorcingulate
Microstructure,Cortical thickness,59,2.568361,ctx-rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Right,rostralmiddlefrontal
Microstructure,Cortical thickness,60,2.8694952,ctx-rh-superiorfrontal,ctx-rh-superiorfrontal,Right,superiorfrontal
Microstructure,Cortical thickness,61,2.3061328,ctx-rh-superiorparietal,ctx-rh-superiorparietal,Right,superiorparietal
Microstructure,Cortical thickness,62,2.9265015,ctx-rh-superiortemporal,ctx-rh-superiortemporal,Right,superiortemporal
Microstructure,Cortical thickness,63,2.6728785,ctx-rh-supramarginal,ctx-rh-supramarginal,Right,supramarginal
Microstructure,Cortical thickness,64,2.7915092,ctx-rh-frontalpole,ctx-rh-frontalpole,Right,frontalpole
Microstructure,Cortical thickness,65,3.6473458,ctx-rh-temporalpole,ctx-rh-temporalpole,Right,temporalpole
Microstructure,Cortical thickness,66,2.6775575,ctx-rh-transversetemporal,ctx-rh-transversetemporal,Right,transversetemporal
Microstructure,Cortical thickness,67,3.0712316,ctx-rh-insula,ctx-rh-insula,Right,insula
Microstructure,T1w vs. T2w MRI signal,0,1.3343114,ctx-lh-bankssts,ctx-lh-bankssts,Left,bankssts
Microstructure,T1w vs. T2w MRI signal,1,0.8803021,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Left,caudalanteriorcingulate
Microstructure,T1w vs. T2w MRI signal,2,1.2996441,ctx-lh-caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Left,caudalmiddlefrontal
Microstructure,T1w vs. T2w MRI signal,3,1.5174851,ctx-lh-cuneus,ctx-lh-cuneus,Left,cuneus
Microstructure,T1w vs. T2w MRI signal,4,1.2126034,ctx-lh-entorhinal,ctx-lh-entorhinal,Left,entorhinal
Microstructure,T1w vs. T2w MRI signal,5,1.2947378,ctx-lh-fusiform,ctx-lh-fusiform,Left,fusiform
Microstructure,T1w vs. T2w MRI signal,6,1.3045585,ctx-lh-inferiorparietal,ctx-lh-inferiorparietal,Left,inferiorparietal
Microstructure,T1w vs. T2w MRI signal,7,1.2153829,ctx-lh-inferiortemporal,ctx-lh-inferiortemporal,Left,inferiortemporal
Microstructure,T1w vs. T2w MRI signal,8,1.2801211,ctx-lh-isthmuscingulate,ctx-lh-isthmuscingulate,Left,isthmuscingulate
Microstructure,T1w vs. T2w MRI signal,9,1.4625878,ctx-lh-lateraloccipital,ctx-lh-lateraloccipital,Left,lateraloccipital
Microstructure,T1w vs. T2w MRI signal,10,1.2337449,ctx-lh-lateralorbitofrontal,ctx-lh-lateralorbitofrontal,Left,lateralorbitofrontal
Microstructure,T1w vs. T2w MRI signal,11,1.4778191,ctx-lh-lingual,ctx-lh-lingual,Left,lingual
Microstructure,T1w vs. T2w MRI signal,12,1.1775243,ctx-lh-medialorbitofrontal,ctx-lh-medialorbitofrontal,Left,medialorbitofrontal
Microstructure,T1w vs. T2w MRI signal,13,1.2374947,ctx-lh-middletemporal,ctx-lh-middletemporal,Left,middletemporal
Microstructure,T1w vs. T2w MRI signal,14,1.3840258,ctx-lh-parahippocampal,ctx-lh-parahippocampal,Left,parahippocampal
Microstructure,T1w vs. T2w MRI signal,15,1.4465384,ctx-lh-paracentral,ctx-lh-paracentral,Left,paracentral
Microstructure,T1w vs. T2w MRI signal,16,1.2694468,ctx-lh-parsopercularis,ctx-lh-parsopercularis,Left,parsopercularis
Microstructure,T1w vs. T2w MRI signal,17,1.2054155,ctx-lh-parsorbitalis,ctx-lh-parsorbitalis,Left,parsorbitalis
Microstructure,T1w vs. T2w MRI signal,18,1.2854968,ctx-lh-parstriangularis,ctx-lh-parstriangularis,Left,parstriangularis
Microstructure,T1w vs. T2w MRI signal,19,1.5597696,ctx-lh-pericalcarine,ctx-lh-pericalcarine,Left,pericalcarine
Microstructure,T1w vs. T2w MRI signal,20,1.4379587,ctx-lh-postcentral,ctx-lh-postcentral,Left,postcentral
Microstructure,T1w vs. T2w MRI signal,21,1.1301192,ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,Left,posteriorcingulate
Microstructure,T1w vs. T2w MRI signal,22,1.451662,ctx-lh-precentral,ctx-lh-precentral,Left,precentral
Microstructure,T1w vs. T2w MRI signal,23,1.3286744,ctx-lh-precuneus,ctx-lh-precuneus,Left,precuneus
Microstructure,T1w vs. T2w MRI signal,24,0.9453139,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,Left,rostralanteriorcingulate
Microstructure,T1w vs. T2w MRI signal,25,1.2286441,ctx-lh-rostralmiddlefrontal,ctx-lh-rostralmiddlefrontal,Left,rostralmiddlefrontal
Microstructure,T1w vs. T2w MRI signal,26,1.2319328,ctx-lh-superiorfrontal,ctx-lh-superiorfrontal,Left,superiorfrontal
Microstructure,T1w vs. T2w MRI signal,27,1.3593408,ctx-lh-superiorparietal,ctx-lh-superiorparietal,Left,superiorparietal
Microstructure,T1w vs. T2w MRI signal,28,1.3086939,ctx-lh-superiortemporal,ctx-lh-superiortemporal,Left,superiortemporal
Microstructure,T1w vs. T2w MRI signal,29,1.2821382,ctx-lh-supramarginal,ctx-lh-supramarginal,Left,supramarginal
Microstructure,T1w vs. T2w MRI signal,30,1.176177,ctx-lh-frontalpole,ctx-lh-frontalpole,Left,frontalpole
Microstructure,T1w vs. T2w MRI signal,31,1.0492852,ctx-lh-temporalpole,ctx-lh-temporalpole,Left,temporalpole
Microstructure,T1w vs. T2w MRI signal,32,1.6581725,ctx-lh-transversetemporal,ctx-lh-transversetemporal,Left,transversetemporal
Microstructure,T1w vs. T2w MRI signal,33,1.2346549,ctx-lh-insula,ctx-lh-insula,Left,insula
Microstructure,T1w vs. T2w MRI signal,34,1.368784,ctx-rh-bankssts,ctx-rh-bankssts,Right,bankssts
Microstructure,T1w vs. T2w MRI signal,35,0.9037046,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalanteriorcingulate,Right,caudalanteriorcingulate
Microstructure,T1w vs. T2w MRI signal,36,1.2927758,ctx-rh-caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,Right,caudalmiddlefrontal
Microstructure,T1w vs. T2w MRI signal,37,1.501551,ctx-rh-cuneus,ctx-rh-cuneus,Right,cuneus
Microstructure,T1w vs. T2w MRI signal,38,1.2031273,ctx-rh-entorhinal,ctx-rh-entorhinal,Right,entorhinal
Microstructure,T1w vs. T2w MRI signal,39,1.316446,ctx-rh-fusiform,ctx-rh-fusiform,Right,fusiform
Microstructure,T1w vs. T2w MRI signal,40,1.3203824,ctx-rh-inferiorparietal,ctx-rh-inferiorparietal,Right,inferiorparietal
Microstructure,T1w vs. T2w MRI signal,41,1.2161592,ctx-rh-inferiortemporal,ctx-rh-inferiortemporal,Right,inferiortemporal
Microstructure,T1w vs. T2w MRI signal,42,1.3448998,ctx-rh-isthmuscingulate,ctx-rh-isthmuscingulate,Right,isthmuscingulate
Microstructure,T1w vs. T2w MRI signal,43,1.4639807,ctx-rh-lateraloccipital,ctx-rh-lateraloccipital,Right,lateraloccipital
Microstructure,T1w vs. T2w MRI signal,44,1.2459722,ctx-rh-lateralorbitofrontal,ctx-rh-lateralorbitofrontal,Right,lateralorbitofrontal
Microstructure,T1w vs. T2w MRI signal,45,1.4957457,ctx-rh-lingual,ctx-rh-lingual,Right,lingual
Microstructure,T1w vs. T2w MRI signal,46,1.1995435,ctx-rh-medialorbitofrontal,ctx-rh-medialorbitofrontal,Right,medialorbitofrontal
Microstructure,T1w vs. T2w MRI signal,47,1.225523,ctx-rh-middletemporal,ctx-rh-middletemporal,Right,middletemporal
Microstructure,T1w vs. T2w MRI signal,48,1.3777521,ctx-rh-parahippocampal,ctx-rh-parahippocampal,Right,parahippocampal
Microstructure,T1w vs. T2w MRI signal,49,1.4408536,ctx-rh-paracentral,ctx-rh-paracentral,Right,paracentral
Microstructure,T1w vs. T2w MRI signal,50,1.2645491,ctx-rh-parsopercularis,ctx-rh-parsopercularis,Right,parsopercularis
Microstructure,T1w vs. T2w MRI signal,51,1.2062858,ctx-rh-parsorbitalis,ctx-rh-parsorbitalis,Right,parsorbitalis
Microstructure,T1w vs. T2w MRI signal,52,1.2722268,ctx-rh-parstriangularis,ctx-rh-parstriangularis,Right,parstriangularis
Microstructure,T1w vs. T2w MRI signal,53,1.5663841,ctx-rh-pericalcarine,ctx-rh-pericalcarine,Right,pericalcarine
Microstructure,T1w vs. T2w MRI signal,54,1.4226052,ctx-rh-postcentral,ctx-rh-postcentral,Right,postcentral
Microstructure,T1w vs. T2w MRI signal,55,1.1384064,ctx-rh-posteriorcingulate,ctx-rh-posteriorcingulate,Right,posteriorcingulate
Microstructure,T1w vs. T2w MRI signal,56,1.4486396,ctx-rh-precentral,ctx-rh-precentral,Right,precentral
Microstructure,T1w vs. T2w MRI signal,57,1.337938,ctx-rh-precuneus,ctx-rh-precuneus,Right,precuneus
Microstructure,T1w vs. T2w MRI signal,58,0.98931915,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Right,rostralanteriorcingulate
Microstructure,T1w vs. T2w MRI signal,59,1.2242936,ctx-rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Right,rostralmiddlefrontal
Microstructure,T1w vs. T2w MRI signal,60,1.222559,ctx-rh-superiorfrontal,ctx-rh-superiorfrontal,Right,superiorfrontal
Microstructure,T1w vs. T2w MRI signal,61,1.3640628,ctx-rh-superiorparietal,ctx-rh-superiorparietal,Right,superiorparietal
Microstructure,T1w vs. T2w MRI signal,62,1.2885617,ctx-rh-superiortemporal,ctx-rh-superiortemporal,Right,superiortemporal
Microstructure,T1w vs. T2w MRI signal,63,1.3007833,ctx-rh-supramarginal,ctx-rh-supramarginal,Right,supramarginal
Microstructure,T1w vs. T2w MRI signal,64,1.2076579,ctx-rh-frontalpole,ctx-rh-frontalpole,Right,frontalpole
Microstructure,T1w vs. T2w MRI signal,65,1.1073099,ctx-rh-temporalpole,ctx-rh-temporalpole,Right,temporalpole
Microstructure,T1w vs. T2w MRI signal,66,1.6808957,ctx-rh-transversetemporal,ctx-rh-transversetemporal,Right,transversetemporal
Microstructure,T1w vs. T2w MRI signal,67,1.2540352,ctx-rh-insula,ctx-rh-insula,Right,insula
Microstructure,PC1 of Allen Human Brain Atlas,0,-0.034646656,ctx-lh-bankssts,ctx-lh-bankssts,Left,bankssts
Microstructure,PC1 of Allen Human Brain Atlas,1,-1.4637336,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Left,caudalanteriorcingulate
Microstructure,PC1 of Allen Human Brain Atlas,2,-0.27457687,ctx-lh-caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Left,caudalmiddlefrontal
Microstructure,PC1 of Allen Human Brain Atlas,3,1.9326909,ctx-lh-cuneus,ctx-lh-cuneus,Left,cuneus
Microstructure,PC1 of Allen Human Brain Atlas,4,-1.8715014,ctx-lh-entorhinal,ctx-lh-entorhinal,Left,entorhinal
Microstructure,PC1 of Allen Human Brain Atlas,5,-0.23487851,ctx-lh-fusiform,ctx-lh-fusiform,Left,fusiform
Microstructure,PC1 of Allen Human Brain Atlas,6,0.35668272,ctx-lh-inferiorparietal,ctx-lh-inferiorparietal,Left,inferiorparietal
Microstructure,PC1 of Allen Human Brain Atlas,7,-0.8982669,ctx-lh-inferiortemporal,ctx-lh-inferiortemporal,Left,inferiortemporal
Microstructure,PC1 of Allen Human Brain Atlas,8,0.28919342,ctx-lh-isthmuscingulate,ctx-lh-isthmuscingulate,Left,isthmuscingulate
Microstructure,PC1 of Allen Human Brain Atlas,9,1.6699176,ctx-lh-lateraloccipital,ctx-lh-lateraloccipital,Left,lateraloccipital
Microstructure,PC1 of Allen Human Brain Atlas,10,-1.0851315,ctx-lh-lateralorbitofrontal,ctx-lh-lateralorbitofrontal,Left,lateralorbitofrontal
Microstructure,PC1 of Allen Human Brain Atlas,11,1.7646306,ctx-lh-lingual,ctx-lh-lingual,Left,lingual
Microstructure,PC1 of Allen Human Brain Atlas,12,-1.5409971,ctx-lh-medialorbitofrontal,ctx-lh-medialorbitofrontal,Left,medialorbitofrontal
Microstructure,PC1 of Allen Human Brain Atlas,13,-0.7711,ctx-lh-middletemporal,ctx-lh-middletemporal,Left,middletemporal
Microstructure,PC1 of Allen Human Brain Atlas,14,-0.33957228,ctx-lh-parahippocampal,ctx-lh-parahippocampal,Left,parahippocampal
Microstructure,PC1 of Allen Human Brain Atlas,15,0.31588063,ctx-lh-paracentral,ctx-lh-paracentral,Left,paracentral
Microstructure,PC1 of Allen Human Brain Atlas,16,-0.6862686,ctx-lh-parsopercularis,ctx-lh-parsopercularis,Left,parsopercularis
Microstructure,PC1 of Allen Human Brain Atlas,17,-0.47130707,ctx-lh-parsorbitalis,ctx-lh-parsorbitalis,Left,parsorbitalis
Microstructure,PC1 of Allen Human Brain Atlas,18,-0.6420454,ctx-lh-parstriangularis,ctx-lh-parstriangularis,Left,parstriangularis
Microstructure,PC1 of Allen Human Brain Atlas,19,2.4663777,ctx-lh-pericalcarine,ctx-lh-pericalcarine,Left,pericalcarine
Microstructure,PC1 of Allen Human Brain Atlas,20,0.8097785,ctx-lh-postcentral,ctx-lh-postcentral,Left,postcentral
Microstructure,PC1 of Allen Human Brain Atlas,21,-0.5482985,ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,Left,posteriorcingulate
Microstructure,PC1 of Allen Human Brain Atlas,22,0.40821445,ctx-lh-precentral,ctx-lh-precentral,Left,precentral
Microstructure,PC1 of Allen Human Brain Atlas,23,0.6487016,ctx-lh-precuneus,ctx-lh-precuneus,Left,precuneus
Microstructure,PC1 of Allen Human Brain Atlas,24,-1.8302916,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,Left,rostralanteriorcingulate
Microstructure,PC1 of Allen Human Brain Atlas,25,-0.5178545,ctx-lh-rostralmiddlefrontal,ctx-lh-rostralmiddlefrontal,Left,rostralmiddlefrontal
Microstructure,PC1 of Allen Human Brain Atlas,26,-0.67747545,ctx-lh-superiorfrontal,ctx-lh-superiorfrontal,Left,superiorfrontal
Microstructure,PC1 of Allen Human Brain Atlas,27,0.5959364,ctx-lh-superiorparietal,ctx-lh-superiorparietal,Left,superiorparietal
Microstructure,PC1 of Allen Human Brain Atlas,28,-0.51308876,ctx-lh-superiortemporal,ctx-lh-superiortemporal,Left,superiortemporal
Microstructure,PC1 of Allen Human Brain Atlas,29,0.097884916,ctx-lh-supramarginal,ctx-lh-supramarginal,Left,supramarginal
Microstructure,PC1 of Allen Human Brain Atlas,30,-0.9097755,ctx-lh-frontalpole,ctx-lh-frontalpole,Left,frontalpole
Microstructure,PC1 of Allen Human Brain Atlas,31,-2.0682714,ctx-lh-temporalpole,ctx-lh-temporalpole,Left,temporalpole
Microstructure,PC1 of Allen Human Brain Atlas,32,0.44673663,ctx-lh-transversetemporal,ctx-lh-transversetemporal,Left,transversetemporal
Microstructure,PC1 of Allen Human Brain Atlas,33,-0.7405738,ctx-lh-insula,ctx-lh-insula,Left,insula
Microstructure,PC1 of Allen Human Brain Atlas,34,0.039094046,ctx-rh-bankssts,ctx-rh-bankssts,Right,bankssts
Microstructure,PC1 of Allen Human Brain Atlas,35,-1.5019959,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalanteriorcingulate,Right,caudalanteriorcingulate
Microstructure,PC1 of Allen Human Brain Atlas,36,-0.26251793,ctx-rh-caudalmiddlefrontal,ctx-rh-caudalmiddlefrontal,Right,caudalmiddlefrontal
Microstructure,PC1 of Allen Human Brain Atlas,37,1.8446741,ctx-rh-cuneus,ctx-rh-cuneus,Right,cuneus
Microstructure,PC1 of Allen Human Brain Atlas,38,-1.9114033,ctx-rh-entorhinal,ctx-rh-entorhinal,Right,entorhinal
Microstructure,PC1 of Allen Human Brain Atlas,39,-0.31967753,ctx-rh-fusiform,ctx-rh-fusiform,Right,fusiform
Microstructure,PC1 of Allen Human Brain Atlas,40,0.1964756,ctx-rh-inferiorparietal,ctx-rh-inferiorparietal,Right,inferiorparietal
Microstructure,PC1 of Allen Human Brain Atlas,41,-1.0154786,ctx-rh-inferiortemporal,ctx-rh-inferiortemporal,Right,inferiortemporal
Microstructure,PC1 of Allen Human Brain Atlas,42,0.23889776,ctx-rh-isthmuscingulate,ctx-rh-isthmuscingulate,Right,isthmuscingulate
Microstructure,PC1 of Allen Human Brain Atlas,43,1.5741961,ctx-rh-lateraloccipital,ctx-rh-lateraloccipital,Right,lateraloccipital
Microstructure,PC1 of Allen Human Brain Atlas,44,-1.0825258,ctx-rh-lateralorbitofrontal,ctx-rh-lateralorbitofrontal,Right,lateralorbitofrontal
Microstructure,PC1 of Allen Human Brain Atlas,45,1.6272053,ctx-rh-lingual,ctx-rh-lingual,Right,lingual
Microstructure,PC1 of Allen Human Brain Atlas,46,-1.5398993,ctx-rh-medialorbitofrontal,ctx-rh-medialorbitofrontal,Right,medialorbitofrontal
Microstructure,PC1 of Allen Human Brain Atlas,47,-0.82348925,ctx-rh-middletemporal,ctx-rh-middletemporal,Right,middletemporal
Microstructure,PC1 of Allen Human Brain Atlas,48,-0.4463501,ctx-rh-parahippocampal,ctx-rh-parahippocampal,Right,parahippocampal
Microstructure,PC1 of Allen Human Brain Atlas,49,0.26796758,ctx-rh-paracentral,ctx-rh-paracentral,Right,paracentral
Microstructure,PC1 of Allen Human Brain Atlas,50,-0.66391194,ctx-rh-parsopercularis,ctx-rh-parsopercularis,Right,parsopercularis
Microstructure,PC1 of Allen Human Brain Atlas,51,-0.49776542,ctx-rh-parsorbitalis,ctx-rh-parsorbitalis,Right,parsorbitalis
Microstructure,PC1 of Allen Human Brain Atlas,52,-0.6070973,ctx-rh-parstriangularis,ctx-rh-parstriangularis,Right,parstriangularis
Microstructure,PC1 of Allen Human Brain Atlas,53,2.3415368,ctx-rh-pericalcarine,ctx-rh-pericalcarine,Right,pericalcarine
Microstructure,PC1 of Allen Human Brain Atlas,54,0.771941,ctx-rh-postcentral,ctx-rh-postcentral,Right,postcentral
Microstructure,PC1 of Allen Human Brain Atlas,55,-0.5912674,ctx-rh-posteriorcingulate,ctx-rh-posteriorcingulate,Right,posteriorcingulate
Microstructure,PC1 of Allen Human Brain Atlas,56,0.34224537,ctx-rh-precentral,ctx-rh-precentral,Right,precentral
Microstructure,PC1 of Allen Human Brain Atlas,57,0.5920304,ctx-rh-precuneus,ctx-rh-precuneus,Right,precuneus
Microstructure,PC1 of Allen Human Brain Atlas,58,-1.8869721,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,Right,rostralanteriorcingulate
Microstructure,PC1 of Allen Human Brain Atlas,59,-0.5121625,ctx-rh-rostralmiddlefrontal,ctx-rh-rostralmiddlefrontal,Right,rostralmiddlefrontal
Microstructure,PC1 of Allen Human Brain Atlas,60,-0.7362972,ctx-rh-superiorfrontal,ctx-rh-superiorfrontal,Right,superiorfrontal
Microstructure,PC1 of Allen Human Brain Atlas,61,0.54378706,ctx-rh-superiorparietal,ctx-rh-superiorparietal,Right,superiorparietal
Microstructure,PC1 of Allen Human Brain Atlas,62,-0.63808286,ctx-rh-superiortemporal,ctx-rh-superiortemporal,Right,superiortemporal
Microstructure,PC1 of Allen Human Brain Atlas,63,0.18538228,ctx-rh-supramarginal,ctx-rh-supramarginal,Right,supramarginal
Microstructure,PC1 of Allen Human Brain Atlas,64,-0.8896282,ctx-rh-frontalpole,ctx-rh-frontalpole,Right,frontalpole
Microstructure,PC1 of Allen Human Brain Atlas,65,-2.0464787,ctx-rh-temporalpole,ctx-rh-temporalpole,Right,temporalpole
Microstructure,PC1 of Allen Human Brain Atlas,66,0.3314804,ctx-rh-transversetemporal,ctx-rh-transversetemporal,Right,transversetemporal
Microstructure,PC1 of Allen Human Brain Atlas,67,-0.85770607,ctx-rh-insula,ctx-rh-insula,Right,insula
Microstructure,Synaptic vesicle glycoprotein 2A (SV2A) binding,0,3.0730908,ctx-lh-bankssts,ctx-lh-bankssts,Left,bankssts
Microstructure,Synaptic vesicle glycoprotein 2A (SV2A) binding,1,3.2632127,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalanteriorcingulate,Left,caudalanteriorcingulate
Microstructure,Synaptic vesicle glycoprotein 2A (SV2A) binding,2,2.5731862,ctx-lh-caudalmiddlefrontal,ctx-lh-caudalmiddlefrontal,Left,caudalmiddlefrontal
Microstructure,Synaptic vesicle glycoprotein 2A (SV2A) binding,3,3.922346,ctx-lh-cuneus,ctx-lh-cuneus,Left,cuneus
